USERID,ORDERDATE,ORDERID,AMOUNTINFO
78218,2016-01-15,4191928724,3386
121940,2016-01-15,4191254806,3344
104818,2016-01-15,4191536759,3299
162937,2016-01-15,4194801855,3199
85104,2016-01-15,4178556593,3099
110345,2016-01-15,4180214216,3099
64654,2016-01-15,4190580611,2999
160685,2016-01-15,4202399517,2999
158594,2016-01-15,4194736543,2988
96316,2016-01-15,3859304464,2799
101236,2016-01-15,3245022544,2799
134397,2016-01-15,4166048818,2599
129734,2016-01-15,4194801000,2599
103995,2016-01-15,4194512855,2586
138867,2016-01-15,4198600913,2499
106700,2016-01-15,4193518859,2499
75868,2016-01-15,4191256592,2488
58514,2016-01-15,4202196702,2429
61169,2016-01-15,4196714219,2366
149073,2016-01-15,4194654278,2299
77740,2016-01-15,4028746446,2286
66845,2016-01-15,4195739329,2286
141765,2016-01-15,4196175526,2278
124882,2016-01-15,4197782703,2199
98950,2016-01-15,4195720501,1999
119783,2016-01-15,4195249827,1999
110450,2016-01-15,4193738072,1980
148726,2016-01-15,4192222970,1899
53390,2016-01-15,4194774794,1889
55475,2016-01-15,4192228456,1699
128358,2016-01-15,4194429690,1599
59146,2016-01-15,4192788602,1580
117694,2016-01-15,4082422055,1499
122776,2016-01-15,4198179164,1386
112577,2016-01-15,4162798867,1288
121148,2016-01-15,4192252308,1199
89751,2016-01-15,4193935095,1198
91134,2016-01-15,4195468873,1186
108683,2016-01-15,4195721615,999
102245,2016-01-15,4200157543,888
69497,2016-01-15,4197966023,888
149909,2016-01-15,4196155198,739
85799,2016-01-15,4141704227,599
153742,2016-01-15,4195253759,498
83503,2016-01-15,4017839580,496
130731,2016-01-15,4193046172,466
145092,2016-01-15,4194666598,459
140072,2016-01-15,3767544746,441
138826,2016-01-15,4188177745,399
52758,2016-01-15,4191501076,399
141681,2016-01-15,4190302931,399
57789,2016-01-15,4201670873,398
75520,2016-01-15,4191806627,349
56644,2016-01-15,4191916807,345
80909,2016-01-15,4196953877,318
70697,2016-01-15,4199008589,318
98480,2016-01-15,4105914357,305
68813,2016-01-15,4202212918,299
66032,2016-01-15,4195704312,295
153038,2016-01-15,4197946725,289
67244,2016-01-15,4201439910,275
54242,2016-01-15,4159248835,229
125961,2016-01-15,4193804945,209
83456,2016-01-15,4195419643,199
72560,2016-01-15,4192121486,199
100123,2016-01-15,4195253082,198
137079,2016-01-15,4200316273,197
119389,2016-01-15,4198328340,179
112552,2016-01-15,4189813183,179
79621,2016-01-15,4185199807,149
55423,2016-01-15,4191764393,149
78287,2016-01-15,3614909473,138
94621,2016-01-15,4196795240,130
82199,2016-01-15,4191806492,126
164321,2016-01-15,4198169721,121
157439,2016-01-15,4191034570,119
83033,2016-01-15,4193982530,118
57122,2016-01-15,4160192996,118
52292,2016-01-15,4202639169,108
83608,2016-01-15,4096987886,105
163896,2016-01-15,4177882062,99
135755,2016-01-15,4196768208,99
138583,2016-01-15,4199534361,99
105047,2016-01-15,4199242760,99
100006,2016-01-15,4197409488,99
144040,2016-01-15,4192544831,99
150719,2016-01-15,4200750817,99
155010,2016-01-15,4073055213,99
51542,2016-01-15,3942901269,98
107758,2016-01-15,4199204611,96.3
143909,2016-01-15,4191462847,96
130080,2016-01-15,4150105731,95
121139,2016-01-15,3983850681,89.9
86830,2016-01-15,4197939194,89
141785,2016-01-15,4202422570,79
53712,2016-01-15,4192677324,79
90872,2016-01-15,3980716088,78
164507,2016-01-15,4197874572,75
149703,2016-01-15,3613212372,74.8
83988,2016-01-15,4138796109,69.9
75480,2016-01-15,4195458362,69
104772,2016-01-15,4192603969,69
129265,2016-01-15,4130626498,69
79006,2016-01-15,4193111793,69
163101,2016-01-15,4196122222,69
130703,2016-01-15,4198529955,69
62343,2016-01-15,4191756703,66
103020,2016-01-15,4128481584,66
150967,2016-01-15,4195824983,65
55902,2016-01-15,3520160929,59.9
122641,2016-01-15,4194021463,59
65988,2016-01-15,4192476550,59
66493,2016-01-15,4202907610,59
71140,2016-01-15,4194567777,59
68273,2016-01-15,4197654330,59
136451,2016-01-15,4193856767,59
153520,2016-01-15,4187334829,59
154265,2016-01-15,4176725505,49
150424,2016-01-15,4183757316,49
98205,2016-01-15,4196948630,44.9
57838,2016-01-15,3588022325,44.9
112029,2016-01-15,4198042498,39.9
152204,2016-01-15,4190956730,39.9
59833,2016-01-15,3984293970,39
81365,2016-01-15,4184498414,39
117617,2016-01-15,4200801919,39
164209,2016-01-15,4198285043,39
125286,2016-01-15,4129877604,38
127796,2016-01-15,4195105395,36
160491,2016-01-15,4119176345,33.8
116029,2016-01-15,4140532838,32
80818,2016-01-15,4185197014,29.9
54958,2016-01-15,4200782214,29.9
159513,2016-01-15,4200234405,29.8
63472,2016-01-15,4202067718,29
98582,2016-01-15,3835545728,29
63265,2016-01-15,4022356994,29
96182,2016-01-15,4199586478,29
151835,2016-01-15,4191387389,29
125119,2016-01-15,4190851565,29
83763,2016-01-15,4171945434,29
160850,2016-01-15,4007961690,27.9
124488,2016-01-15,4023162412,27.9
53093,2016-01-15,4024995043,26.9
111039,2016-01-15,4126456650,23.9
130169,2016-01-15,4152870619,23
119096,2016-01-15,4203196390,22.9
51328,2016-01-15,4184377672,21.9
81899,2016-01-15,4136543394,21.9
111561,2016-01-15,4178648582,21.9
137654,2016-01-15,4190142407,21.9
74252,2016-01-15,4081432996,21.9
100652,2016-01-15,4185589919,21.9
155975,2016-01-15,4202654749,19.9
113285,2016-01-15,4197471861,19.9
57641,2016-01-15,4197166817,19.9
142381,2016-01-15,4197870844,19.9
82337,2016-01-15,4196645952,19.9
87682,2016-01-15,4191635168,19.9
61057,2016-01-15,4191261910,19.9
149005,2016-01-15,4201880199,19.9
106296,2016-01-15,4192576705,19
62683,2016-01-15,4202746050,18.9
154271,2016-01-15,4192692863,18.8
123101,2016-01-15,4189839192,18.8
117864,2016-01-15,4198320535,18
103569,2016-01-15,4186087300,17.5
78583,2016-01-15,4112043381,15.9
149001,2016-01-15,3983345857,15.5
78348,2016-01-15,4079693392,15
150303,2016-01-15,4150995371,14.5
129552,2016-01-15,3674101745,14
56200,2016-01-15,4084119767,13.9
122050,2016-01-15,4115990788,13.9
162731,2016-01-15,4099755897,13.9
108079,2016-01-15,4194812094,13.9
138676,2016-01-15,4099159906,13.9
59814,2016-01-15,4120259527,12.5
81570,2016-01-15,4181600499,11.9
111477,2016-01-15,4111241539,11.9
76106,2016-01-15,4199306875,11.9
102264,2016-01-15,4107350724,10.9
128000,2016-01-15,4179030224,10.9
93910,2016-01-15,4100834164,10.9
156515,2016-01-15,4180182845,10.9
76430,2016-01-15,4129535117,10
98168,2016-01-15,4119011144,10
88662,2016-01-15,4195221933,10
75268,2016-01-15,4156924910,9.9
122705,2016-01-15,4116107186,9.9
133806,2016-01-15,4098411848,9.9
131631,2016-01-15,4190214026,9.9
150852,2016-01-15,4104901110,9.9
67035,2016-01-15,4198313806,9.9
63629,2016-01-15,4188087163,9.9
118758,2016-01-15,4023134800,9.9
83160,2016-01-15,4191162786,9.9
80968,2016-01-15,4173136034,9.9
133427,2016-01-15,4162344723,9.9
54542,2016-01-15,4177788399,9.9
162764,2016-01-15,3988192230,9.9
114199,2016-01-15,4124755899,9.9
133542,2016-01-15,4098261379,9.9
93506,2016-01-15,4184585133,9.9
143612,2016-01-15,3983135520,9.9
93042,2016-01-15,4107350016,9.9
151391,2016-01-15,4184104913,9.9
133360,2016-01-15,3965034985,9.9
156027,2016-01-15,4110249196,9.9
154726,2016-01-15,4108824308,9.9
82239,2016-01-15,4036822460,9.8
159931,2016-01-15,4175108667,9.8
99307,2016-01-15,4191363298,9
120704,2016-01-15,3983499807,9
134807,2016-01-15,4109082018,9
54192,2016-01-15,4105243486,8.9
122996,2016-01-15,3982544196,8.9
69405,2016-01-15,4108185900,8.9
60096,2016-01-15,4111311306,8.9
82363,2016-01-15,4203056679,8.9
140477,2016-01-15,4077589181,8.9
102834,2016-01-15,4123840655,8.6
68387,2016-01-15,4107194146,8.5
128886,2016-01-15,4024193848,7.8
95828,2016-01-15,4112163416,7.8
146679,2016-01-15,4052208930,7.8
88916,2016-01-15,4103309784,6.9
124707,2016-01-15,4099079069,6.9
67240,2016-01-15,4117536785,6.9
52759,2016-01-15,4199524810,6.8
61929,2016-01-15,4115042721,6.3
80374,2016-01-15,4107464776,6.3
147679,2016-01-15,4134516548,6.3
54460,2016-01-15,4081711359,6
126718,2016-01-15,4136327787,5.9
77622,2016-01-15,4037067186,5.9
104466,2016-01-15,4034104282,5.9
163302,2016-01-15,4123448533,2.9
138089,2016-01-15,3775876849,0.5
94285,2016-01-15,4196191832,0.5
126874,2016-01-15,4197565636,0.5
134064,2016-01-15,4201274086,0.5
135696,2016-01-15,4201401434,0.5
133155,2016-01-16,4191361062,7800
103993,2016-01-16,4199597090,5999
160623,2016-01-16,4198229678,5699
121138,2016-01-16,4145653000,5299
77947,2016-01-16,4120315876,5299
157968,2016-01-16,4200756267,4799
58237,2016-01-16,4122196729,4788
57731,2016-01-16,4192652169,4599
111283,2016-01-16,4194218734,4499
147710,2016-01-16,4194823757,4280
83265,2016-01-16,4170692720,3999
116266,2016-01-16,4197424651,3798
78396,2016-01-16,4196919231,3699
144623,2016-01-16,4121211602,3599
109274,2016-01-16,4196884679,3599
81967,2016-01-16,4198201222,3386
81017,2016-01-16,4192175176,3344
65163,2016-01-16,4197568555,3344
90456,2016-01-16,4191907219,3344
124955,2016-01-16,4155925739,3266
118498,2016-01-16,3980095700,3199
78230,2016-01-16,4191904959,3099
142480,2016-01-16,4186826745,2999
130737,2016-01-16,3924801755,2999
156365,2016-01-16,4197914742,2899
141113,2016-01-16,4199404400,2799
60075,2016-01-16,4195509024,2588
161079,2016-01-16,4180126337,2586
124774,2016-01-16,4195807517,2499
76990,2016-01-16,4202186607,2299
53894,2016-01-16,4192508030,2299
70321,2016-01-16,4194257649,2286
84241,2016-01-16,4201500057,2286
64799,2016-01-16,4192151140,2244
152772,2016-01-16,4191992085,2244
66049,2016-01-16,4198507254,2199
129971,2016-01-16,4190303725,2199
131594,2016-01-16,4192208975,2199
53450,2016-01-16,4197539623,2198
60534,2016-01-16,4108428749,1999
128505,2016-01-16,4190124460,1999
88113,2016-01-16,4195611127,1999
76135,2016-01-16,4200750183,1888
128307,2016-01-16,4189257574,1769
51769,2016-01-16,4182557731,1599
119414,2016-01-16,4190923929,1598
85188,2016-01-16,4180477809,1580
162888,2016-01-16,4193124670,1499
144739,2016-01-16,4195129857,1499
107893,2016-01-16,4191782562,1499
100222,2016-01-16,4186407696,1499
135853,2016-01-16,4199833618,1488
64636,2016-01-16,4196092858,1398
58844,2016-01-16,4031454432,1299
52743,2016-01-16,4192946869,1089
151275,2016-01-16,4191193424,999
124129,2016-01-16,3088691275,999
63885,2016-01-16,4196812832,999
137396,2016-01-16,4169458964,998
52117,2016-01-16,4191328630,949
88175,2016-01-16,4198566090,899
59948,2016-01-16,4199134935,859
76861,2016-01-16,4183114745,779
64702,2016-01-16,4171665352,739
131513,2016-01-16,4186204197,528
111772,2016-01-16,4169750398,499
74418,2016-01-16,4184692285,499
99346,2016-01-16,4195794013,499
161603,2016-01-16,4191358571,498
137967,2016-01-16,4191859233,488
97165,2016-01-16,4197452319,469
81784,2016-01-16,3334858300,419
55193,2016-01-16,4187145706,388
85013,2016-01-16,4200405293,339
61047,2016-01-16,4195676481,338
89622,2016-01-16,4198331233,328
145615,2016-01-16,4192023049,299
75287,2016-01-16,4157321624,299
117650,2016-01-16,4195992837,286
118573,2016-01-16,4194907585,239
110455,2016-01-16,4184950496,228
65682,2016-01-16,4202331524,219
57739,2016-01-16,4161879313,219
96694,2016-01-16,3907825413,209
133430,2016-01-16,4190130282,205
68344,2016-01-16,4191034417,199
159027,2016-01-16,3511611300,199
156418,2016-01-16,4195395897,199
115812,2016-01-16,4193642472,199
131088,2016-01-16,4191788418,199
124181,2016-01-16,4195650813,199
67743,2016-01-16,4198226580,199
110989,2016-01-16,4028567126,199
163826,2016-01-16,4185173771,186
67001,2016-01-16,4191184673,179
74543,2016-01-16,4175308787,169
67404,2016-01-16,3745908190,169
142405,2016-01-16,4185198992,169
162055,2016-01-16,3519825548,169
75636,2016-01-16,4111946430,167
156705,2016-01-16,4194715173,159
163768,2016-01-16,4198289987,159
116670,2016-01-16,4201353700,159
66615,2016-01-16,4171367993,158
63703,2016-01-16,4191308357,149
149202,2016-01-16,4196604853,148
137086,2016-01-16,4195365739,129
130915,2016-01-16,4192170665,129
98707,2016-01-16,4201972439,128
82797,2016-01-16,4194448737,119
103684,2016-01-16,4190904733,119
137290,2016-01-16,3912641460,109
52881,2016-01-16,3557708797,109
90142,2016-01-16,4185975657,109
142517,2016-01-16,4199692392,99.9
67647,2016-01-16,4177745550,99.9
60394,2016-01-16,4196865837,99
117721,2016-01-16,4188702040,99
111188,2016-01-16,4199732076,99
88414,2016-01-16,4187266022,99
81520,2016-01-16,4197840532,99
163832,2016-01-16,4192746219,99
101878,2016-01-16,3616351840,99
85491,2016-01-16,4190846067,99
70091,2016-01-16,4201496070,99
159482,2016-01-16,4190639459,99
57013,2016-01-16,4199586553,98
84915,2016-01-16,4200698476,98
164695,2016-01-16,4191012870,95
157745,2016-01-16,3983050366,89.9
131225,2016-01-16,4198066658,89
116734,2016-01-16,4200791238,85
113100,2016-01-16,4184799033,79
75987,2016-01-16,4197257166,79
153613,2016-01-16,4190990118,79
120950,2016-01-16,4201047548,75
127013,2016-01-16,4177827961,75
97566,2016-01-16,4199975682,69
111190,2016-01-16,4199250707,69
106615,2016-01-16,4193629279,69
70449,2016-01-16,4198478106,69
96301,2016-01-16,4190743400,69
111833,2016-01-16,4177665564,66
91888,2016-01-16,3981196677,65
62001,2016-01-16,4158296833,64
131672,2016-01-16,4194973904,59.9
162893,2016-01-16,4194716614,59
122743,2016-01-16,4191715059,59
51465,2016-01-16,4136357461,59
164890,2016-01-16,4191806455,59
76920,2016-01-16,4112095853,59
100154,2016-01-16,3756583475,59
131596,2016-01-16,4181786208,56
92896,2016-01-16,4171408300,55
161777,2016-01-16,4018688195,55
61786,2016-01-16,4036233308,55
160257,2016-01-16,3936291575,53
108301,2016-01-16,4192048512,53
90805,2016-01-16,4190525124,49
66198,2016-01-16,4191382947,49
113679,2016-01-16,4195239129,49
148720,2016-01-16,4195725373,49
129855,2016-01-16,3845394432,49
96508,2016-01-16,4194472878,46.9
107066,2016-01-16,3837517991,44.9
121711,2016-01-16,4073849549,42
148937,2016-01-16,3556131754,39
136716,2016-01-16,4187908753,39
88856,2016-01-16,4192390130,39
52459,2016-01-16,3530525164,38
154522,2016-01-16,4178679072,35.9
129416,2016-01-16,3915813683,35.7
79812,2016-01-16,4198079399,35
60940,2016-01-16,4197403811,34.9
110982,2016-01-16,4195294923,31.8
160309,2016-01-16,4125561991,29
84825,2016-01-16,3985290203,29
72915,2016-01-16,4194598720,29
118334,2016-01-16,4033834565,27.9
63949,2016-01-16,4193293457,26.9
104669,2016-01-16,4193126994,26.9
142837,2016-01-16,4191746026,25
156633,2016-01-16,4181712638,21.9
105529,2016-01-16,4192120878,21.9
62576,2016-01-16,4187376273,21.9
112518,2016-01-16,4117421898,21.9
53984,2016-01-16,4194300122,21.9
59847,2016-01-16,4192181120,19.9
133112,2016-01-16,4149884138,19.9
159776,2016-01-16,4195458633,19.9
53725,2016-01-16,4191429510,19.9
122421,2016-01-16,4196945416,19.9
125459,2016-01-16,4191332560,19.9
58833,2016-01-16,4198412809,19.9
108730,2016-01-16,4190889412,19.9
116845,2016-01-16,4197697391,19
160794,2016-01-16,4190911116,19
115631,2016-01-16,4164181791,18
124001,2016-01-16,4190079616,17.8
109920,2016-01-16,4200596424,15.9
101543,2016-01-16,4176620457,15
74113,2016-01-16,4109721840,14.6
145988,2016-01-16,4111162058,14
134622,2016-01-16,4106929988,13.9
135617,2016-01-16,4107001775,13.8
144696,2016-01-16,4163967717,12.9
158005,2016-01-16,4181440208,11.9
110081,2016-01-16,4180140494,11.9
156311,2016-01-16,4111162498,11.9
83574,2016-01-16,4181662320,11.9
145513,2016-01-16,4190329698,11.9
109669,2016-01-16,4001611548,11.9
121538,2016-01-16,4124895367,11.9
76695,2016-01-16,4112030762,10.9
164655,2016-01-16,4084385964,10.9
114567,2016-01-16,4000926056,10.9
138735,2016-01-16,4077585294,10.9
127039,2016-01-16,4089683128,10.9
118744,2016-01-16,4140871662,10.9
159769,2016-01-16,4109466296,10.9
150188,2016-01-16,3909231713,9.9
154476,2016-01-16,4202712632,9.9
105888,2016-01-16,3980177045,9.9
101921,2016-01-16,4144720338,9.9
82935,2016-01-16,4084618258,9.9
61198,2016-01-16,4106947074,9.9
162808,2016-01-16,4105243441,9.9
97999,2016-01-16,4107601204,9.9
132372,2016-01-16,4083993682,9.9
97538,2016-01-16,4109831758,9.9
69143,2016-01-16,4110625289,9.9
58534,2016-01-16,3896048365,9.9
157129,2016-01-16,4106797903,9.9
68729,2016-01-16,4184006444,9.9
119804,2016-01-16,4099346367,9.9
135922,2016-01-16,4099302718,9.9
60616,2016-01-16,4080331663,9.9
142333,2016-01-16,4130933693,9.9
82860,2016-01-16,4044829045,9.9
129410,2016-01-16,4108064779,9.9
120667,2016-01-16,4105904904,9.9
98383,2016-01-16,3840010532,9.9
107062,2016-01-16,4117064055,9.8
55065,2016-01-16,4097394605,9.8
140325,2016-01-16,4194528070,9
75321,2016-01-16,4191788431,9
143707,2016-01-16,4194909100,9
59123,2016-01-16,4198908296,9
63333,2016-01-16,4106495105,8.9
67766,2016-01-16,4082556027,8.9
156305,2016-01-16,4186938652,8.9
114630,2016-01-16,4107142989,8.9
61490,2016-01-16,4178048695,8.9
71624,2016-01-16,4116053633,8.9
84284,2016-01-16,4097394562,8.6
68148,2016-01-16,4107978063,7.8
79650,2016-01-16,4096851905,7.8
58767,2016-01-16,4037744564,6.9
95468,2016-01-16,4001624196,6.8
74490,2016-01-16,4109697553,6.8
54926,2016-01-16,4072626166,6.3
100630,2016-01-16,4037672252,6
60160,2016-01-16,4112412355,6
159346,2016-01-16,4107323733,6
78897,2016-01-16,4078817828,6
136031,2016-01-16,4198221856,5.9
83420,2016-01-16,4196804484,5.9
132413,2016-01-16,4180952564,5.9
122033,2016-01-16,4077858081,4.2
52484,2016-01-16,4096988036,4
63819,2016-01-16,4097660766,3.9
113322,2016-01-16,4173745951,3.9
162274,2016-01-16,4174106234,3.9
62221,2016-01-16,4123448864,2.9
78308,2016-01-16,4201245416,0.5
79179,2016-01-16,4192748982,0.5
60541,2016-01-16,4202241313,0.5
124983,2016-01-16,4163792059,0.5
121272,2016-01-16,4201701867,0.5
143369,2016-01-16,4193761378,0.5
77796,2016-01-16,4203042939,0.5
138469,2016-01-17,4193505522,8599
124880,2016-01-17,4189501466,5999
88696,2016-01-17,4199942525,4568
52931,2016-01-17,4194256056,4499
71676,2016-01-17,4197423261,4499
119464,2016-01-17,4200440688,4499
88408,2016-01-17,4192868946,4199
148714,2016-01-17,4195692653,3999
154241,2016-01-17,4202580057,3999
100731,2016-01-17,4195105243,3938
156039,2016-01-17,4200371246,3799
155130,2016-01-17,4193058333,3599
81921,2016-01-17,4197400585,3599
124465,2016-01-17,4200598496,3598
74365,2016-01-17,4192576320,3386
148694,2016-01-17,4196263602,3366
101861,2016-01-17,4185104040,3299
66892,2016-01-17,4191978221,2727
148524,2016-01-17,4200086023,2599
91277,2016-01-17,4192002102,2599
164013,2016-01-17,4200772138,2599
130367,2016-01-17,4190632593,2499
104533,2016-01-17,4200156294,2499
91709,2016-01-17,4202133896,2490
103544,2016-01-17,4196007462,2488
160387,2016-01-17,4202774367,2429
129723,2016-01-17,4192022292,2299
122858,2016-01-17,4199588429,2286
51277,2016-01-17,4197718066,2199
87591,2016-01-17,4197663317,2199
158834,2016-01-17,4203080618,2198
146724,2016-01-17,4191591799,2189
110607,2016-01-17,4139682999,1999
147846,2016-01-17,4197790396,1899
99183,2016-01-17,4193332979,1899
57223,2016-01-17,4165242942,1599
58976,2016-01-17,4052895541,1599
130976,2016-01-17,4201808472,1499
98365,2016-01-17,4196797330,1488
62693,2016-01-17,4197061730,1398
152249,2016-01-17,4201897292,1369
108031,2016-01-17,4157043971,1299
157003,2016-01-17,4195920606,1299
82503,2016-01-17,4197931857,1299
108961,2016-01-17,4190149050,1299
162578,2016-01-17,4199204819,1198
83010,2016-01-17,4197448140,1099
147381,2016-01-17,4183758372,1028
57101,2016-01-17,4194578368,999
87681,2016-01-17,4195252490,999
100461,2016-01-17,4195851977,969
104090,2016-01-17,4180140249,799
71402,2016-01-17,4126999936,799
143765,2016-01-17,4201529330,799
87892,2016-01-17,4130311334,798
61549,2016-01-17,3855218711,779
130615,2016-01-17,3872431434,699
78922,2016-01-17,4117571166,690
161378,2016-01-17,4197519715,679
59318,2016-01-17,4202546623,649
70333,2016-01-17,4191059023,569
155909,2016-01-17,4198756466,568
105504,2016-01-17,3946421800,539
52530,2016-01-17,4195388258,459
152012,2016-01-17,3779872808,458
128477,2016-01-17,4200943225,426
154032,2016-01-17,4173848902,399
114364,2016-01-17,4174967993,339
124637,2016-01-17,4203120553,299
139127,2016-01-17,3941958143,299
94443,2016-01-17,4202928237,279
142122,2016-01-17,4192108628,276
151508,2016-01-17,4176866290,219
69920,2016-01-17,3758154880,218
117862,2016-01-17,4202640896,199
160442,2016-01-17,4194798836,199
99121,2016-01-17,4192587989,199
103282,2016-01-17,3930878871,198
130037,2016-01-17,4196855338,189
63337,2016-01-17,4196402198,189
78478,2016-01-17,4202948056,179
92031,2016-01-17,4201739750,178
96927,2016-01-17,4203002896,178
94179,2016-01-17,4198392456,169
118724,2016-01-17,4195840756,159
58468,2016-01-17,4201343435,159
69219,2016-01-17,4193059844,158
145092,2016-01-17,4192688049,151
75099,2016-01-17,3823688517,149
130480,2016-01-17,3878920290,149
156760,2016-01-17,4199482107,130
121777,2016-01-17,3259462019,129
136202,2016-01-17,4190455431,119
144038,2016-01-17,4122710828,119
81844,2016-01-17,4194579206,116.9
98851,2016-01-17,4190542966,109
108340,2016-01-17,4193301551,108
104789,2016-01-17,4173020069,99
80230,2016-01-17,4191964041,99
89444,2016-01-17,4191160834,99
118179,2016-01-17,3981333828,99
133350,2016-01-17,4199813356,89.9
105043,2016-01-17,3896603036,89
64470,2016-01-17,4191781338,89
132993,2016-01-17,4202405144,89
109525,2016-01-17,4197645059,89
124776,2016-01-17,4198181999,85
105996,2016-01-17,4191013401,79
88262,2016-01-17,4192062320,79
143428,2016-01-17,3609362126,79
146414,2016-01-17,4033793070,78.9
64445,2016-01-17,4171692510,78.9
146468,2016-01-17,4192158564,76
57690,2016-01-17,4195023114,69
83899,2016-01-17,3525860010,69
59011,2016-01-17,4196393195,69
87653,2016-01-17,4121498066,67
102230,2016-01-17,3830283310,67
132136,2016-01-17,4191204981,63
134732,2016-01-17,4180771859,59.5
121623,2016-01-17,4196997191,59
85336,2016-01-17,4202781410,59
70817,2016-01-17,4190634631,59
51235,2016-01-17,4189356449,59
101053,2016-01-17,3610715610,59
80461,2016-01-17,4146350020,59
152437,2016-01-17,4202570919,56.9
56881,2016-01-17,4089247726,49
90607,2016-01-17,4195480655,49
154324,2016-01-17,4201489217,49
94527,2016-01-17,4187863619,49
114870,2016-01-17,3600294948,44.9
117539,2016-01-17,4202332208,39.9
77239,2016-01-17,4200410254,39
135380,2016-01-17,4039610164,39
67062,2016-01-17,4184409819,39
109895,2016-01-17,4124478846,36
143475,2016-01-17,4175543706,34.9
151755,2016-01-17,4185197895,33
93408,2016-01-17,4186944734,32.9
113288,2016-01-17,4195262318,32.8
60141,2016-01-17,4192810920,32
85257,2016-01-17,4199346934,30
145570,2016-01-17,3960722923,29.9
147307,2016-01-17,4192247441,29.9
81587,2016-01-17,4190158697,29.9
79821,2016-01-17,3827493441,29.8
158557,2016-01-17,4199369085,29
118728,2016-01-17,4199043188,29
139907,2016-01-17,4174655113,29
145273,2016-01-17,4192080724,29
144088,2016-01-17,4191400880,29
144737,2016-01-17,4078168541,29
139169,2016-01-17,4202542792,29
56165,2016-01-17,4196181964,29
141939,2016-01-17,4152170951,28
83329,2016-01-17,4193024435,26.9
119044,2016-01-17,4190216573,25
161353,2016-01-17,3568913820,25
102315,2016-01-17,3822152233,23.9
145044,2016-01-17,4171726709,21.9
117901,2016-01-17,3980102576,21.9
162286,2016-01-17,4198334171,21.9
125786,2016-01-17,4188032846,21.9
157140,2016-01-17,3781393366,21.6
106588,2016-01-17,4193585275,19.9
120231,2016-01-17,4191989504,19.9
159447,2016-01-17,4192349415,19.9
67474,2016-01-17,4194016999,19.9
142584,2016-01-17,4127883594,18.5
162333,2016-01-17,4107582741,17.9
156085,2016-01-17,3945059868,16
105554,2016-01-17,4096987926,15.9
116594,2016-01-17,4100156739,14.7
135439,2016-01-17,4011616300,14
65580,2016-01-17,4190687185,13.9
69082,2016-01-17,4021513274,13.9
58172,2016-01-17,4072455989,13.9
84421,2016-01-17,4167209794,13.2
102959,2016-01-17,3935247225,13
136546,2016-01-17,4077695348,11.9
89532,2016-01-17,4192182900,11.9
127685,2016-01-17,4128583027,11.5
93255,2016-01-17,4101177251,11
153691,2016-01-17,3976936677,9.9
158272,2016-01-17,3989839546,9.9
135036,2016-01-17,3983706025,9.9
149433,2016-01-17,4119293106,9.9
54258,2016-01-17,4106794947,9.9
119179,2016-01-17,4117037785,9.9
100595,2016-01-17,4108999603,9.9
113387,2016-01-17,4108567537,9.9
76875,2016-01-17,4156288017,9.9
153375,2016-01-17,4189866115,9.9
86215,2016-01-17,4114749818,9.9
133980,2016-01-17,4107211281,9.9
105989,2016-01-17,3981718053,9.9
54178,2016-01-17,4183793815,9.9
134482,2016-01-17,3991073304,9.9
141283,2016-01-17,4178648582,9.9
129208,2016-01-17,4106797846,9.9
135225,2016-01-17,4199256687,9.9
62233,2016-01-17,4191307973,9.9
157839,2016-01-17,4106800964,9
86545,2016-01-17,4191907708,8.9
110477,2016-01-17,4032433937,8.9
149150,2016-01-17,4100542888,8.9
114049,2016-01-17,4195802744,8.9
94087,2016-01-17,4109032075,8.9
134149,2016-01-17,4080595923,8.6
66009,2016-01-17,4101047414,7.9
86433,2016-01-17,4144320931,7.8
164358,2016-01-17,4190455941,7.8
116997,2016-01-17,4178633105,7.8
144316,2016-01-17,4107977829,7.8
95451,2016-01-17,3935450273,7.8
145623,2016-01-17,4100835998,6.9
99871,2016-01-17,4184598352,6.8
68672,2016-01-17,4109698006,6.8
124682,2016-01-17,3967059811,6.8
126262,2016-01-17,4109658661,6.3
157402,2016-01-17,4106183852,6.3
164103,2016-01-17,4079930043,6.3
68697,2016-01-17,4197715190,6.3
155218,2016-01-17,4062439065,6.3
86173,2016-01-17,4188643031,6
113138,2016-01-17,4184491214,6
118791,2016-01-17,4185890701,6
118512,2016-01-17,3997971169,6
106386,2016-01-17,4183958269,6
58273,2016-01-17,4104244197,6
72881,2016-01-17,4107467009,5
75004,2016-01-17,4193444734,3.9
78124,2016-01-17,4193016619,0.5
59555,2016-01-17,4078300520,0.5
132641,2016-01-17,4185422013,0.5
68735,2016-01-18,4195641498,9399
54548,2016-01-18,4200450792,6799
58397,2016-01-18,4199173610,5999
72133,2016-01-18,4190846435,5699
158920,2016-01-18,4194279098,5399
72291,2016-01-18,4193496326,5399
148848,2016-01-18,4195141488,5288
52029,2016-01-18,4194739201,5288
132871,2016-01-18,4197485008,5099
96915,2016-01-18,4193779690,4899
142734,2016-01-18,4194847271,4899
142890,2016-01-18,4193984590,4729
136160,2016-01-18,4192766296,4699
119722,2016-01-18,4156585329,4599
163386,2016-01-18,4194051386,4499
121575,2016-01-18,4195429186,3999
140450,2016-01-18,4195722578,3999
92025,2016-01-18,4195658026,3999
95065,2016-01-18,4202475615,3999
